SKN,Name,Lat_DD,Lon_DD,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,NorthingY,EastingX,ElevFT,ElevM,Observer,MinYear,MaxYear,StationStatus,DataSources
1040.2,Field 60,22.00408933,-159.7063779,22,0,14.7,159,42,23,2433447.993,427087.83,850,259,KEKAHA SUGAR,1965,1966,Discontinued,State
1042,Waialae,22.087,-159.5664167,22,5,13.2,159,33,59.1,2442565.292,441569.031,4000,1220,USGS,2001,Present,Current,USGS
1044,Keanakua 1044,22.067,-159.55,22,4,1.2,159,33,0,2440345.273,443254.612,4256,1298,NCDC_Daily,1949,1953,Discontinued,NCDC_Daily
1052.1,Iliiliula Cutoff,22.02462963,-159.4655351,22,1,28.7,159,27,55.9,2435626.313,451954.993,1050,320,LIHUE PLANTATION,1927,1931,Discontinued,State
1053,Hanalei Tunnel,22.09404114,-159.4658122,22,5,38.5,159,27,56.9,2443309.521,451949.855,1220,372,LIHUE PLANTATION,1931,1980,Discontinued,NCDC
1054.1,Lihue Ditch,22.025257,-159.430849,22,1,30.9,159,25,51.1,2435685.254,455534.978,550,168,LIHUE PLANTATION,1951,1957,Discontinued,State
1054.3,Fld Lihue 8,22.0135174,-159.4055366,22,0,48.7,159,24,19.9,2434378.668,458143.885,450,137,HAW'N CANNERIES,1951,1962,Discontinued,State
1054.4,Fld Lihue 9,22.01518351,-159.4072032,22,0,54.7,159,24,25.9,2434563.544,457972.361,500,152,HAW'N CANNERIES,1951,1955,Discontinued,State
1055,N Wailua River,22.06405247,-159.4372016,22,3,50.6,159,26,13.9,2439981.345,454891.659,650,198,LIHUE PLANTATION,1949,1980,Discontinued,NCDC
1055.2,Hanahanapuni,22.05377826,-159.4255353,22,3,13.6,159,25,31.9,2438840.699,456092.175,910,277,USGS,1911,1983,Discontinued,State
1055.4,Field H-45,22.03711942,-159.4205357,22,2,13.6,159,25,13.9,2436995.323,456602.974,555,169,LIHUE PLANTATION,1965,1968,Discontinued,State
1059,Lihue Variety Stn*,22.02,-159.39,22,1,12,159,23,24,2435092.042,459749.293,384,117,Hydronet,1995,Present,Current,Hydronet
1060,Wailua Uh Exp Stn*,22.07,-159.4,22,4,12,159,24,0,2440629.136,458731.714,519,158,Hydronet,1991,Present,Current,Hydronet
1061.1,Ekw 6,22.06182575,-159.4122021,22,3,42.6,159,24,43.9,2439727.69,457470.353,475,145,LIHUE PLANTATION,1950,1959,Discontinued,State
1061.2,Field 224,22.0612693,-159.4072023,22,3,40.6,159,24,25.9,2439664.712,457986.058,475,145,HAWN FRUIT PACKER,1955,1971,Discontinued,State
1063,Field 619,22.07179856,-159.3605366,22,4,18.5,159,21,37.9,2440818.063,462803.693,300,91,HAWN FRUIT PACKERS,1948,1973,Discontinued,State
1064.1,H 14,22.01240441,-159.3819262,22,0,44.7,159,22,54.9,2434249.197,460580.473,330,101,LIHUE PLANTATION,1965,1984,Discontinued,State
1064.2,Field H-27,22.01712648,-159.3958145,22,1,1.7,159,23,44.9,2434775.52,459148.365,405,123,LIHUE PLANTATION,1963,1986,Discontinued,State
1064.3,H 23 Camp 9,22.01795491,-159.3694264,22,1,4.6,159,22,9.9,2434860.399,461872.106,315,96,LIHUE PLANTATION,1984,1995,Discontinued,State
1068,Lt Br Opaekaa St,22.07561111,-159.3958889,22,4,32.2,159,23,45.2,2441249.117,459157.476,470,143,USGS,1960,Present,Current,"State, USGS"
1069,Puu Lua,22.08916667,-159.6791667,22,5,21,159,40,45,2442852.668,429938.565,3350,1021,RAWS,2009,Present,Current,RAWS
1072.1,Puu Lua,22.09019557,-159.6722057,22,5,24.7,159,40,19.9,2442963.375,430657.174,3500,1067,USGS,1919,1919,Discontinued,State
1074,Makaha Ridge,22.13055556,-159.7152778,22,7,50,159,42,55,2447451.205,426234.81,1788,545,RAWS,2002,Present,Current,RAWS
1077,Kalalau,22.16015942,-159.6338687,22,9,36.6,159,38,1.9,2450690.901,434644.3,960,293,USGS,1936,1955,Discontinued,State
1077.1,Lehuamakanoi,22.14544521,-159.6205353,22,8,43.6,159,37,13.9,2449056.468,436012.441,3930,1198,USGS,1919,1936,Discontinued,State
1085,Mohihi-Koaie Divide,22.11425,-159.5866667,22,6,51.3,159,35,12,2445589.54,439491.631,4000,1220,USGS,2001,Present,Current,USGS
1092.2,Fld W-6,22.12674141,-159.360536,22,7,36.3,159,21,37.9,2446899.627,462818.152,450,137,HAWN FRUIT PACKERS,1955,1960,Discontinued,State
1092.4,Field M1a,22.13700848,-159.3624803,22,8,13.2,159,21,44.9,2448036.559,462620.344,760,232,LIHUE PLANTATION,1966,1967,Discontinued,State
1094,E Kaua W 3 (370),22.09844692,-159.3735915,22,5,54.4,159,22,24.9,2443770.981,461464.046,370,113,LIHUE PLANTATION,1932,1948,Discontinued,State
1095.1,Newlun's House,22.10677081,-159.3722025,22,6,24.4,159,22,19.9,2444691.994,461609.574,650,198,USGS,1914,1918,Discontinued,State
1097.1,Field 617,22.08734482,-159.3705361,22,5,14.4,159,22,13.9,2442541.332,461776.224,450,137,HAWN FRUIT PACKER,1950,1973,Discontinued,State
1100.1,Kapahi (Mckee),22.09843088,-159.3472033,22,5,54.4,159,20,49.9,2443762.764,464186.009,305,93,MCKEE SUGAR,1900,1916,Discontinued,State
1101,Field Lihue 2,22.12310991,-159.3272036,22,7,23.2,159,19,37.9,2446489.889,466254.865,400,122,HAWN CANNERIES,1937,1949,Discontinued,State
1102.2,Field 207-A,22.12809836,-159.320537,22,7,41.2,159,19,13.9,2447040.591,466943.573,350,107,HAWN FRUIT PACKER,1956,1973,Discontinued,State
1107.1,Kapaa,22.08840889,-159.3072046,22,5,18.3,159,18,25.9,2442644.582,468309.665,50,15,State,1883,1886,Discontinued,State
1111.3,HC-8,22.16832672,-159.3222034,22,10,6,159,19,19.9,2451493.801,466781.159,160,49,HAWN FRUIT PACKERS,1961,1963,Discontinued,State
1111.4,Anahola No. 2,22.1374,-159.3119,22,8,14.6,159,18,42.8,2448068.328,467836.41,240,73,HAWN FRUIT PACKERS,1964,Present,Current,"Hydronet, State"
1113.1,Field HC208,22.10672074,-159.3055377,22,6,24.2,159,18,19.9,2444671.147,468485.684,100,30,HAWN FRUIT PACKERS,1955,1973,Discontinued,State
1115.1,Ph Wainiha*,22.2,-159.56,22,12,0,159,33,36,2455071.011,442277.069,115,35,Hydronet,1991,Present,Current,Hydronet
1117.1,Hanalei-Deverill,22.20006472,-159.5022006,22,12,0.2,159,30,7.9,2455057.307,448234.978,10,3,EGK DEVERILL,1892,1909,Discontinued,State
1117.4,Fld P-24,22.21002604,-159.452201,22,12,36.1,159,27,7.9,2456143.719,453392.126,275,84,HAWN CANNERIES,1958,1962,Discontinued,State
1117.7,Shop,22.21364628,-159.4788675,22,12,49.1,159,28,43.9,2456552.891,450644.86,220,67,EAGLE CTY DEV CORP,1971,1973,Discontinued,State
1118.1,Kulaiki,22.22473699,-159.4691453,22,13,29.1,159,28,8.9,2457777.405,451650.709,200,61,PRINCEVILLE HANALEI,1970,1981,Discontinued,State
1118.2,Puu Pua,22.22142279,-159.4972007,22,13,17.1,159,29,49.9,2457419.773,448758.114,120,37,PRINCEVILLE HANALEI,1970,1981,Discontinued,State
1118.3,Ocean 7,22.22613387,-159.4888675,22,13,34.1,159,29,19.9,2457938.456,449618.638,130,40,PRINCEVILLE HANALEI,1971,1981,Discontinued,State
1118.4,Wood 9,22.21891848,-159.481923,22,13,8.1,159,28,54.9,2457137.478,450331.791,220,67,PRINCEVILLE HANALEI,1971,1981,Discontinued,State
1118.5,Lake 2,22.2200242,-159.4741452,22,13,12.1,159,28,26.9,2457257.343,451133.787,250,76,PRINCEVILLE HANALEI,1971,1975,Discontinued,State
1118.6,Lake 6,22.22390641,-159.471923,22,13,26.1,159,28,18.9,2457686.356,451364.153,210,64,PRINCEVILLE HANALEI,1973,1981,Discontinued,State
1131.4,Mauka Field 31,22.19587896,-159.4527565,22,11,45.2,159,27,9.9,2454577.932,453330.194,440,134,PRINCEVILLE RANC,1963,1981,Discontinued,State
1131.7,Hanalei,22.17958333,-159.4663889,22,10,46.5,159,27,59,2452778.408,451919.409,60,18,USGS,2001,Present,Current,USGS
1132,Kilauea Fld 3 #1,22.20779162,-159.4255346,22,12,28,159,25,31.9,2455888.43,456139.947,325,99,KILAUEA SUGAR,1936,1951,Discontinued,State
1132.1,Kilauea Fld 3,22.20168903,-159.4255345,22,12,6.1,159,25,31.9,2455212.929,456138.061,325,99,KILAUEA SUGAR,1919,1969,Discontinued,"NCDC, State, State/NCDC"
1146,Moloaa Dairy,22.18333333,-159.3375,22,11,0,159,20,15,2453158.305,465207.775,280,85,RAWS,2002,Present,Current,RAWS
1147,Fld 960-Moloaa,22.17444115,-159.3360919,22,10,28,159,20,9.9,2452173.709,465350.755,260,79,LIHUE PLANTATION,1963,1974,Discontinued,State
